,Product_ID,Cluster
6698,OFF-PA-10003205,0
6707,OFF-LA-10002368,0
6764,TEC-MA-10003230,1
6774,OFF-PA-10000295,0
6783,OFF-SU-10004884,0
6798,FUR-FU-10002240,2
6813,FUR-FU-10001057,2
6844,FUR-CH-10002073,2
6903,OFF-AP-10003278,0
6931,TEC-PH-10002070,1
6936,FUR-FU-10000277,2
6938,TEC-AC-10004420,1
6943,TEC-PH-10004094,1
6951,TEC-MA-10002790,1
6989,OFF-AP-10001634,0
7019,OFF-PA-10001837,0
7038,OFF-AR-10003896,0
7060,OFF-BI-10002897,3
7158,OFF-PA-10001243,0
7202,FUR-FU-10003806,2
7237,TEC-MA-10000904,1
7251,OFF-LA-10002473,0
7269,FUR-FU-10003374,2
7292,TEC-MA-10001856,1
7421,OFF-ST-10003641,0
7484,OFF-AR-10004707,0
7600,TEC-MA-10004086,1
7641,TEC-MA-10001695,1
7672,FUR-FU-10002506,2
7688,TEC-AC-10004518,1
7722,OFF-AP-10000027,0
7755,OFF-PA-10002558,0
7773,TEC-AC-10000926,1
7864,OFF-PA-10001846,0
7914,TEC-MA-10003673,1
7967,FUR-BO-10001567,2
8043,FUR-FU-10001379,2
8100,TEC-MA-10000984,1
8106,OFF-AR-10000937,0
8211,FUR-FU-10002030,2
8221,OFF-FA-10000254,0
8264,OFF-AP-10004136,0
8330,TEC-AC-10002370,1
8336,OFF-AR-10003986,0
8366,OFF-SU-10004290,0
8477,TEC-MA-10004552,1
8702,OFF-PA-10000312,0
8751,OFF-PA-10001001,0
8815,OFF-PA-10001583,0
8872,TEC-MA-10002694,1
8877,TEC-MA-10004626,1
8924,TEC-PH-10004241,1
8940,OFF-SU-10003936,0
8942,TEC-MA-10003337,1
9120,OFF-PA-10000210,0
9147,OFF-AR-10003477,0
9185,FUR-CH-10002317,2
9214,OFF-LA-10004677,0
9319,FUR-CH-10002780,2
9378,OFF-EN-10001535,0
9455,TEC-MA-10003493,1
9456,TEC-AC-10002380,1
9521,TEC-PH-10002817,1
9562,TEC-MA-10003589,1
9604,OFF-AP-10003099,0
9673,TEC-PH-10002645,1
9935,OFF-ST-10001627,0
